iy,ix,dx,dy,comb_score,p_jitter,null_median,null_q95,null_q99,q_bh
3,15,0.96875,0.21875,2.0422069319235168,4.999750012499375e-05,0.9252515314760648,1.1680683143820711,1.2849191005861478,4.999750012499375e-05
4,0,0.03125,0.28125,2.0392659155130324,4.999750012499375e-05,0.9240957760060212,1.1667087555276963,1.2861283924121727,4.999750012499375e-05
4,1,0.09375,0.28125,2.0360597565934904,4.999750012499375e-05,0.9210042008113866,1.1633184461585278,1.279092126762895,4.999750012499375e-05
4,2,0.15625,0.28125,2.0330933408382648,4.999750012499375e-05,0.920647993263426,1.162600832141227,1.281362472774543,4.999750012499375e-05
4,3,0.21875,0.28125,2.040283036048199,4.999750012499375e-05,0.9251065761868451,1.1679347870957963,1.2836384497422377,4.999750012499375e-05
4,4,0.28125,0.28125,2.0362085550989666,4.999750012499375e-05,0.9222705240507851,1.1676814897660663,1.2858243603566046,4.999750012499375e-05
4,5,0.34375,0.28125,2.041761184494959,4.999750012499375e-05,0.9276948098807085,1.1711972916101403,1.2885299268763897,4.999750012499375e-05
4,6,0.40625,0.28125,2.0447629795783007,4.999750012499375e-05,0.9278405485546413,1.1755310078347336,1.3006335568812541,4.999750012499375e-05
4,7,0.46875,0.28125,2.0338142550775395,4.999750012499375e-05,0.9206474576878918,1.162563522521184,1.2834883426652248,4.999750012499375e-05
4,8,0.53125,0.28125,2.0371779526166462,4.999750012499375e-05,0.9262265673249247,1.1642404053680517,1.29216292425225,4.999750012499375e-05
4,9,0.59375,0.28125,2.0348881445867137,4.999750012499375e-05,0.924987812706499,1.1673277446472734,1.2815255132047663,4.999750012499375e-05
4,10,0.65625,0.28125,2.03564175131728,4.999750012499375e-05,0.9248014334702006,1.166049573583961,1.2868795228960146,4.999750012499375e-05
4,11,0.71875,0.28125,2.0395721994449647,4.999750012499375e-05,0.9253975891548591,1.167868326170087,1.2919603942892957,4.999750012499375e-05
4,12,0.78125,0.28125,2.035451460705403,4.999750012499375e-05,0.9227681238494607,1.1662496002686915,1.2896913866794326,4.999750012499375e-05
4,13,0.84375,0.28125,2.04005546148985,4.999750012499375e-05,0.9268383025606457,1.169992856202462,1.3017192197174736,4.999750012499375e-05
4,14,0.90625,0.28125,2.036302773493461,4.999750012499375e-05,0.9222897370880989,1.164778216600058,1.287723529222186,4.999750012499375e-05
4,15,0.96875,0.28125,2.038307701077841,4.999750012499375e-05,0.9232745119537336,1.1671574465733396,1.2921821913696887,4.999750012499375e-05
5,0,0.03125,0.34375,2.041753975208523,4.999750012499375e-05,0.9240034575159347,1.1706092869648634,1.288704030689221,4.999750012499375e-05
