loop,t_near,u_near,distance,a,b,abs_a,abs_b,a_zero,b_zero,a_even,b_even,a_even_nonzero,b_even_nonzero,a_prime,b_prime,norm,norm_prime,theta_mod_2pi,arg_zeta_mod_2pi,theta_mod_pi,arg_zeta_mod_pi
151,321.50469851414107,0.35,0.44252057289142666,1,0,1,0,False,True,False,True,False,False,False,False,1,False,0.19832902699135246,6.084856280188252,0.19832902699135246,2.9432636265984593
152,322.98211207872566,0.6333333333333333,0.10757840870738435,1,0,1,0,False,True,False,True,False,False,False,False,1,False,3.1069344111233406,0.034658242466471034,3.1069344111233406,0.034658242466471034
153,324.6068866507299,0.8166666666666667,0.03903663167383862,1,0,1,0,False,True,False,True,False,False,False,False,1,False,0.026367073423756437,6.2568182337558484,0.026367073423756437,3.1152255801660553
154,326.97078474772155,0.8166666666666667,0.07168108992034757,0,-3,0,3,True,False,True,False,False,False,False,True,9,False,4.693138972757168,4.73163898801223,1.5515463191673753,1.5900463344224365
155,328.6356334486245,0.75,0.14845243487771437,0,-1,0,1,True,False,True,False,False,False,False,False,1,False,1.701804833633112,4.581380473546493,1.701804833633112,1.4397878199566998
156,329.4317911207737,0.43333333333333335,0.4655459399211118,1,0,1,0,False,True,False,True,False,False,False,False,1,False,3.2775133317458724,6.1472646290235256,0.13592067815607933,3.0056719754337324
157,330.5871685865079,0.4166666666666667,0.15858461033107304,1,1,1,1,False,False,False,False,False,False,False,False,2,True,5.565879024289593,0.7173062828900121,2.4242863706998,0.7173062828900121
158,331.72763234392755,0.11666666666666667,0.03303240111344881,0,1,0,1,True,False,True,False,False,False,False,False,1,False,1.5435010859019798,1.5980915676878327,1.5435010859019798,1.5980915676878327
159,333.9660846511583,0.5666666666666667,0.702853202371432,1,0,1,0,False,True,False,True,False,False,False,False,1,False,5.986608621599018,0.29657668558058764,2.845015968009225,0.29657668558058764
160,334.91266674046926,0.26666666666666666,0.04327238883446642,0,3,0,3,True,False,True,False,False,False,False,True,9,False,1.584555417982493,1.5570372356073197,1.584555417982493,1.5570372356073197
161,338.06524695967715,0.8166666666666667,0.038721055853364515,0,-1,0,1,True,False,True,False,False,False,False,False,1,False,1.5760833061387984,4.707102001040807,1.5760833061387984,1.5655093474510142
162,339.22567501229275,0.5833333333333334,0.10934268301827091,1,-1,1,1,False,False,False,False,False,False,False,False,2,True,3.8894406111761555,5.535337349593243,0.7478479575863624,2.3937446960034503
163,340.43050547715427,0.48333333333333334,0.23643824854335269,1,0,1,0,False,True,False,True,False,False,False,False,1,False,0.010230591679182055,6.272954715500424,0.010230591679182055,3.1313620619106306
164,341.39658062203165,0.35,0.4847516812310876,0,1,0,1,True,False,True,False,False,False,False,False,1,False,1.9393624502523394,1.2022302033374737,1.9393624502523394,1.2022302033374737
165,344.35754748316094,0.8833333333333333,0.03039090496398812,0,-2,0,2,True,False,True,True,False,True,False,True,4,False,1.5773579521003995,4.705827355079206,1.5773579521003995,1.5642347014894131
166,345.6734436661247,0.6,0.13359656433401407,1,-2,1,2,False,False,False,True,False,True,False,True,5,True,4.212908062338514,5.211869898430886,1.0713154087487204,2.070277244841093
167,346.7486352110309,0.43333333333333335,0.31188144511808313,1,0,1,0,False,True,False,True,False,False,False,False,1,False,0.08503598193902207,6.198149325240585,0.08503598193902207,3.0565566716507915
168,348.0560215711767,0.3833333333333333,0.06896772861008257,2,1,2,1,False,False,True,False,True,False,True,False,5,True,2.708048867145685,0.4335437864441288,2.708048867145685,0.4335437864441288
169,349.8441464931183,0.48333333333333334,0.13402374899370278,1,0,1,0,False,True,False,True,False,False,False,False,1,False,0.01635751174879374,6.266827795430813,0.01635751174879374,3.12523514184102
170,350.9964879197849,0.4,0.03323951523225149,1,1,1,1,False,False,False,False,False,False,False,False,2,True,2.3332871524401355,0.8083055011496783,2.3332871524401355,0.8083055011496783
171,352.1201987562713,0.15,0.11800100533491018,0,1,0,1,True,False,True,False,False,False,False,False,1,False,4.594473076368132,1.688712230811475,1.452880422778339,1.688712230811475
172,354.036774937554,0.21666666666666667,0.058482851111002467,2,3,2,3,False,False,True,False,True,False,True,True,13,True,2.1720500850062834,0.9695425685835306,2.1720500850062834,0.9695425685835306
173,356.7167412323649,0.6166666666666667,0.39767141908304615,0,-1,0,1,True,False,True,False,False,False,False,False,1,False,1.2960970991402831,4.987088208039324,1.2960970991402831,1.8454955544495313
174,357.5920477293249,0.55,0.6350605558149623,1,0,1,0,False,True,False,True,False,False,False,False,1,False,3.0643433711183974,0.07724928247141692,3.0643433711183974,0.07724928247141692
175,358.40040822824784,0.25,0.058820840360026966,0,1,0,1,True,False,True,False,False,False,False,False,1,False,4.698300573462333,1.5848847337172742,1.5567079198725402,1.5848847337172742
176,360.5165565136403,0.5,0.05529850686409094,2,1,2,1,False,False,True,False,True,False,True,False,5,True,2.696844902730696,0.44474775085911855,2.696844902730696,0.44474775085911855
177,362.5826276657014,0.6333333333333333,0.05783560329783963,3,-2,3,2,False,False,False,True,False,True,True,True,13,True,0.6000574142573782,5.683127892922229,0.6000574142573782,2.541535239332436
178,364.26776484022395,0.6666666666666666,0.1923049292722103,1,-1,1,1,False,False,False,False,False,False,False,False,2,True,4.0189439353902685,5.405834025379132,0.8773512818004754,2.264241371789339
179,365.76973937739047,0.7,0.01348742160634221,1,-1,1,1,False,False,False,False,False,False,False,False,2,True,0.7863219654081277,5.49686334177148,0.7863219654081277,2.3552706881816867
180,366.92505357986585,0.4,0.08922180837366442,2,0,2,0,False,True,True,True,True,False,True,False,4,False,3.1349049042764037,0.006687749313411367,3.1349049042764037,0.006687749313411367
181,368.4647768367433,0.48333333333333334,0.39801930651424605,1,0,1,0,False,True,False,True,False,False,False,False,1,False,6.267760918282228,0.015424388897380242,3.126168264692435,0.015424388897380242
182,369.34738179565227,0.35,0.33000815104015574,0,1,0,1,True,False,True,False,False,False,False,False,1,False,1.781852541009485,1.3597401125803303,1.781852541009485,1.3597401125803303
183,372.7609434657668,0.9,0.15201681604950917,-1,-1,1,1,False,False,False,False,False,False,False,False,2,True,2.459716797449566,3.8234685097300423,2.459716797449566,0.6818758561402491
184,373.2894802458619,0.2833333333333333,0.5318748012976021,1,0,1,0,False,True,False,True,False,False,False,False,1,False,3.538927740118531,5.8858502206508705,0.39733508652873795,2.7442575670610774
185,375.36856683823663,0.7666666666666666,0.06777811136048359,0,-1,0,1,True,False,True,False,False,False,False,False,1,False,1.5046225310737498,4.778562776105859,1.5046225310737498,1.6369701225160656
186,376.0915898174851,0.5333333333333333,0.8164240591969812,1,0,1,0,False,True,False,True,False,False,False,False,1,False,2.9835636827560563,0.15802897083375947,2.9835636827560563,0.15802897083375947
187,377.16896201396855,0.4,0.06407961260557488,1,2,1,2,False,False,False,True,False,True,False,True,5,True,5.188613979810242,1.094571327369367,2.047021326220449,1.094571327369367
188,379.2266342117537,0.55,0.04178951472713401,2,0,2,0,False,True,True,True,True,False,True,False,4,False,3.121124448112319,0.020468205477497198,3.121124448112319,0.020468205477497198
189,381.00104218954164,0.7,0.03537612647329283,2,-1,2,1,False,False,True,False,True,False,True,False,5,True,0.47777558887632665,5.805409718303283,0.47777558887632665,2.6638170647134896
190,382.13751003798865,0.3333333333333333,0.039311539510645574,3,1,3,1,False,False,False,False,False,False,True,False,10,False,2.8111797287956932,0.33041292479412304,2.8111797287956932,0.33041292479412304
191,384.5528801035847,0.7333333333333333,0.08380376731239456,0,-1,0,1,True,False,True,False,False,False,False,False,1,False,1.4928562746283873,4.790329032551222,1.4928562746283873,1.6487363789614289
192,385.3785545745552,0.4666666666666667,0.49194244124312253,1,0,1,0,False,True,False,True,False,False,False,False,1,False,3.191795749378592,6.23298221139081,0.05020309578879889,3.0913895578010173
193,386.85980474476304,0.7333333333333333,0.04739757172813907,1,0,1,0,False,True,False,True,False,False,False,False,1,False,6.241888424986676,0.04129688219293334,3.1002957713968833,0.04129688219293334
194,387.8722123412354,0.4,0.06303994432750853,1,2,1,2,False,False,False,True,False,True,False,True,5,True,2.0450182128820416,1.0965744407077753,2.0450182128820416,1.0965744407077753
195,389.8466049130626,0.3833333333333333,0.10706420136324016,6,1,6,1,False,False,True,False,True,False,False,False,37,True,6.117537990872961,0.16564731630664897,2.975945337283168,0.16564731630664897
196,391.67966906899545,0.2833333333333333,0.6392744556999396,1,0,1,0,False,True,False,True,False,False,False,False,1,False,3.619834857094567,5.8049431036748365,0.47824220350477376,2.6633504500850433
197,392.9546498323966,0.6,0.10769612054050276,1,0,1,0,False,True,False,True,False,False,False,False,1,False,6.2553430131968994,0.027842293982710785,3.1137503596071063,0.027842293982710785
198,393.71507383422954,0.13333333333333333,0.03081547138385665,0,1,0,1,True,False,True,False,False,False,False,False,1,False,1.5450125608490026,1.5965800927408147,1.5450125608490026,1.5965800927408147
199,395.9823434277332,0.5,0.4645698766423744,1,0,1,0,False,True,False,True,False,False,False,False,1,False,6.238967971130322,0.04421733604928884,3.0973753175405285,0.04421733604928884
200,396.74034236962365,0.23333333333333334,0.04896965351479548,0,1,0,1,True,False,True,False,False,False,False,False,1,False,1.526526563951215,1.6150660896386024,1.526526563951215,1.6150660896386024
201,398.26320551345174,0.16666666666666666,0.05618609722924598,0,2,0,2,True,False,True,True,False,True,False,True,4,False,4.684428058792655,1.5987572483869559,1.5428354052028617,1.5987572483869559
202,401.31416646862937,0.7166666666666667,0.05674685950498517,0,-2,0,2,True,False,True,True,False,True,False,True,4,False,4.7366491644852715,4.688128796284133,1.5950565108954784,1.5465361426943396
203,402.1632000134128,0.31666666666666665,0.3726978254414211,1,0,1,0,False,True,False,True,False,False,False,False,1,False,0.21857247155356418,6.064612835626047,0.21857247155356418,2.923020182036254
204,403.57205645423153,0.5166666666666666,0.01331876267869716,1,0,1,0,False,True,False,True,False,False,False,False,1,False,3.1495082485454375,6.275269712223967,0.007915594955644423,3.1336770586341736
205,404.8798966815245,0.7166666666666667,0.5403023248476873,1,0,1,0,False,True,False,True,False,False,False,False,1,False,5.872494582090674,0.4106907250889372,2.730901928500881,0.4106907250889372
206,405.46043139802845,0.13333333333333333,0.04280347357122104,-1,1,1,1,False,False,False,False,False,False,False,False,2,True,0.7986878263363764,2.3429048272534416,0.7986878263363764,2.3429048272534416
207,408.0822763262597,0.36666666666666664,0.038217824581577894,2,0,2,0,False,True,True,True,True,False,True,False,4,False,6.265722419441417,0.017462887738194516,3.124129765851624,0.017462887738194516
208,409.8088797713519,0.55,0.11265938582283033,2,-1,2,1,False,False,True,False,True,False,True,False,5,True,3.587429592368231,5.837348368401174,0.445836938778438,2.695755714811381
209,411.46184322445305,0.65,0.041305887041735274,1,-1,1,1,False,False,False,False,False,False,False,False,2,True,0.7587954446009348,5.524389862578677,0.7587954446009348,2.382797208988884
210,412.5959796048551,0.48333333333333334,0.24507491888362742,1,0,1,0,False,True,False,True,False,False,False,False,1,False,3.130964110087973,0.01062854350184567,3.130964110087973,0.01062854350184567
211,413.73103551416426,0.26666666666666666,0.04867866334999213,1,1,1,1,False,False,False,False,False,False,False,False,2,True,5.5066167141201845,0.7765685930594275,2.3650240605303914,0.7765685930594275
212,415.2878687939294,0.6166666666666667,0.8585290630127587,1,0,1,0,False,True,False,True,False,False,False,False,1,False,2.4843883139031178,0.6572043396867011,2.4843883139031178,0.6572043396867011
213,416.82364676174177,0.4666666666666667,0.09639899524184715,6,4,6,4,False,False,True,True,True,True,False,False,52,False,5.704101832462278,0.5790834747173339,2.562509178872485,0.5790834747173339
214,418.58423213724444,0.13333333333333333,0.03062521204806491,1,0,1,0,False,True,False,True,False,False,False,False,1,False,3.115412379423347,0.026180274166472166,3.115412379423347,0.026180274166472166
215,420.1873710443866,0.4166666666666667,0.602505338065365,1,0,1,0,False,True,False,True,False,False,False,False,1,False,0.199550892022323,6.08363441515729,0.199550892022323,2.9420417615674967
216,421.62293496254307,0.6833333333333333,0.1483393180326971,1,0,1,0,False,True,False,True,False,False,False,False,1,False,3.2174864802247995,6.207291480544606,0.07589382663500643,3.0656988269548133
217,422.3499261720905,0.16666666666666666,0.04994932364486056,0,1,0,1,True,False,True,False,False,False,False,False,1,False,4.746747288542558,1.5364380186370548,1.6051546349527648,1.5364380186370548
218,424.55110412938313,0.6166666666666667,0.13189995872299662,2,0,2,0,False,True,True,True,True,False,True,False,4,False,3.097655969031706,0.04393668455811366,3.097655969031706,0.04393668455811366
219,426.81676943528095,0.8166666666666667,0.07804791174564857,0,-2,0,2,True,False,True,True,False,True,False,True,4,False,1.5902877008226781,4.692897606356935,1.5902877008226781,1.5513049527671416
220,427.5611665139196,0.3833333333333333,0.07521700941809342,1,0,1,0,False,True,False,True,False,False,False,False,1,False,3.1607232511450505,6.2640547096243555,0.019130597555257367,3.1224620560345624
221,429.77863785954287,0.75,0.0422744897114643,0,-2,0,2,True,False,True,True,False,True,False,True,4,False,1.5595166510385496,4.723668656141063,1.5595166510385496,1.5820760025512701
222,430.65295914379436,0.3333333333333333,0.4949450941511542,1,0,1,0,False,True,False,True,False,False,False,False,1,False,3.4071365315220845,6.0176414292473215,0.2655438779322914,2.8760487756575284
223,431.8455930568303,0.65,0.6262144412757628,1,0,1,0,False,True,False,True,False,False,False,False,1,False,5.92884685363974,0.3543384535398731,2.787254200049947,0.3543384535398731
224,433.50991550045404,0.7833333333333333,0.05321860343935602,2,0,2,0,False,True,True,True,True,False,True,False,4,False,3.167463809497825,6.257314151271582,0.025871155908031795,3.115721497681789
225,435.7066920985358,0.8,0.10099980837846388,0,-3,0,3,True,False,True,False,False,False,False,True,9,False,1.5376739286424481,4.745511378537166,1.5376739286424481,1.6039187249473725
226,437.2501317902872,0.7666666666666666,0.10169648702822097,0,-1,0,1,True,False,True,False,False,False,False,False,1,False,4.810430611418724,4.614347349350683,1.6688379578289307,1.47275469576089
227,437.98035984700243,0.3833333333333333,0.2552653338676701,1,0,1,0,False,True,False,True,False,False,False,False,1,False,0.07659306121568221,6.2065922459639316,0.07659306121568221,3.0649995923741384
228,439.44297338063893,0.6333333333333333,0.13599384057740874,1,0,1,0,False,True,False,True,False,False,False,False,1,False,3.181695745387607,6.2430822153818,0.04010309179781402,3.1014895617920066
229,440.1830879317024,0.15,0.04669129594535203,0,1,0,1,True,False,True,False,False,False,False,False,1,False,4.753873832293017,1.529311474886597,1.612281178703224,1.529311474886597
230,442.0699885963841,0.31666666666666665,0.2618864556469606,1,1,1,1,False,False,False,False,False,False,False,False,2,True,2.481723956060094,0.6598686975297272,2.481723956060094,0.6598686975297272
231,443.6355045565726,0.5166666666666666,0.026308629689150657,2,1,2,1,False,False,True,False,True,False,True,False,5,True,5.8126405743762035,0.47054473280341086,2.6710479207864104,0.47054473280341086
232,444.9546663123109,0.25,0.07569026648509544,3,3,3,3,False,False,False,False,False,False,True,True,18,False,2.3383538493981675,0.8032388041916539,2.3383538493981675,0.8032388041916539
